Linux 3.10.0-229.el7.x86_64 (ip-10-145-11-135.us-west-1.compute.internal) 	08/19/2015 	_x86_64_	(32 CPU)

04:10:39 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:11:39 AM     all     20.69      0.00      9.93     14.17      0.02     55.19
04:12:39 AM     all     25.36      0.00      5.77      7.63      0.02     61.22
04:13:39 AM     all     17.36      0.00      3.69     10.78      0.04     68.14
04:14:39 AM     all     18.89      0.00      4.63     10.31      0.07     66.10
04:15:39 AM     all     19.80      0.00      3.76      9.07      0.07     67.30
04:16:39 AM     all     16.96      0.00      3.45     11.15      0.08     68.37
04:17:39 AM     all     13.24      0.00      2.40     11.37      0.09     72.91
04:18:39 AM     all     20.39      0.00      4.14      6.78      0.08     68.62
04:19:39 AM     all     18.63      0.00      3.57      7.28      0.08     70.45
04:20:39 AM     all     25.20      0.00      5.01      8.92      0.06     60.81
04:21:39 AM     all     29.02      0.00      4.19      9.46      0.05     57.28
04:22:39 AM     all     24.18      0.00      5.23      7.65      0.07     62.88
04:23:39 AM     all     25.20      0.00      7.42      4.62      0.06     62.70
04:24:39 AM     all     27.77      0.00      7.23      5.59      0.06     59.35
04:25:39 AM     all     23.29      0.00      5.69      7.78      0.07     63.18
04:26:39 AM     all     20.11      0.00      4.75     10.05      0.07     65.02
04:27:39 AM     all     17.71      0.00      5.22     11.82      0.06     65.20
04:28:39 AM     all     22.35      0.00      7.07      7.35      0.06     63.17
04:29:39 AM     all     28.73      0.00     11.04      3.20      0.09     56.93
04:30:39 AM     all     26.98      0.00      9.40      4.20      0.08     59.34
04:31:39 AM     all     23.10      0.00     10.09      5.55      0.08     61.17
04:32:39 AM     all     23.64      0.00     10.06      2.98      0.13     63.19
04:33:39 AM     all     28.13      0.00     10.95      1.71      0.10     59.11
04:34:39 AM     all     29.28      0.00     10.00      2.96      0.08     57.69
04:35:39 AM     all     28.89      0.00     10.75      2.46      0.08     57.83
04:36:39 AM     all     25.41      0.00     10.50      1.88      0.12     62.08
04:37:39 AM     all     26.33      0.00     10.84      1.95      0.11     60.78
04:38:39 AM     all     28.99      0.00     10.46      1.82      0.08     58.64
04:39:39 AM     all     24.45      0.00     10.35      5.58      0.06     59.56
04:40:39 AM     all     18.87      0.00      7.80     10.81      0.06     62.46
04:41:39 AM     all     16.00      0.00      5.99     13.33      0.06     64.62
04:42:39 AM     all     16.86      0.00      7.12     11.95      0.07     64.00
04:43:39 AM     all     23.36      0.00      9.25      6.27      0.07     61.04
04:44:39 AM     all     26.53      0.00      9.75      3.54      0.09     60.09
04:45:39 AM     all     25.83      0.00      9.89      0.78      0.16     63.34
04:46:39 AM     all     31.83      0.00      9.24      1.47      0.08     57.37
04:47:39 AM     all     31.06      0.00      9.50      0.62      0.08     58.73
04:48:39 AM     all     25.36      0.00      9.73      0.35      0.14     64.41
04:49:39 AM     all     23.35      0.00      9.34      0.31      0.18     66.81
04:50:39 AM     all     25.35      0.00      9.77      0.30      0.14     64.44
04:51:39 AM     all     24.70      0.00      9.11      2.15      0.10     63.95
04:52:39 AM     all     25.10      0.00      9.53      2.69      0.09     62.59
04:53:39 AM     all     25.00      0.00      8.74      3.79      0.08     62.40
04:54:39 AM     all     26.74      0.00      9.61      3.95      0.07     59.64
04:55:39 AM     all     27.58      0.00      9.37      2.97      0.08     60.00
04:56:39 AM     all     27.89      0.00      9.79      1.14      0.09     61.09
04:57:39 AM     all     27.45      0.00      9.25      0.52      0.11     62.66
04:58:39 AM     all     31.08      0.00      8.59      0.81      0.09     59.44
04:59:39 AM     all     31.59      0.00      8.68      0.49      0.09     59.15
05:00:39 AM     all     29.67      0.00      9.20      0.84      0.10     60.19
05:01:39 AM     all     26.66      0.00      8.97      1.89      0.12     62.35
05:02:39 AM     all     24.58      0.00      9.46      1.75      0.16     64.05
05:03:39 AM     all     24.04      0.00      8.92      0.76      0.16     66.11
05:04:39 AM     all     26.78      0.00      9.11      0.36      0.13     63.62
05:05:39 AM     all     26.97      0.00      9.86      0.98      0.14     62.06
05:06:39 AM     all     26.20      0.00     11.12      1.43      0.12     61.13
05:07:39 AM     all     26.33      0.00     10.80      2.66      0.07     60.15
05:08:39 AM     all     28.60      0.00      9.92      2.29      0.08     59.12
05:09:39 AM     all     29.47      0.00      9.27      1.87      0.09     59.30
05:10:39 AM     all     29.71      0.00      9.85      4.68      0.05     55.72
05:11:39 AM     all     22.97      0.00      8.61      7.46      0.06     60.89
05:12:39 AM     all     26.22      0.00      8.85      4.87      0.09     59.97
05:13:39 AM     all     26.95      0.00      8.69      5.06      0.08     59.23
05:14:39 AM     all     23.49      0.00      8.18      5.87      0.07     62.38
05:15:39 AM     all     20.54      0.00      6.34      7.89      0.06     65.16
05:16:39 AM     all     20.17      0.00      6.82      9.70      0.07     63.24
05:17:39 AM     all     23.17      0.00      7.28      9.46      0.06     60.04
05:18:39 AM     all     22.38      0.00      9.05      5.93      0.09     62.55
05:19:39 AM     all     22.98      0.00      9.55      3.05      0.15     64.27
05:20:39 AM     all     25.75      0.00      8.76      3.65      0.08     61.76
05:21:39 AM     all     25.71      0.00      8.55      4.11      0.08     61.55
05:22:39 AM     all     27.12      0.00      8.74      2.09      0.10     61.95
05:23:39 AM     all     30.93      0.00      8.20      1.89      0.07     58.91
05:24:39 AM     all     30.09      0.00      8.53      1.26      0.09     60.04
05:25:39 AM     all     27.77      0.00      8.85      1.76      0.10     61.51
05:26:39 AM     all     28.08      0.00      9.08      1.56      0.10     61.18
05:27:39 AM     all     29.64      0.00      8.54      2.12      0.08     59.63
05:28:39 AM     all     27.04      0.00      8.16      3.73      0.08     60.99
05:29:39 AM     all     28.02      0.00      8.36      2.63      0.10     60.88
05:30:39 AM     all     27.57      0.00      8.07      4.22      0.07     60.07
05:31:39 AM     all     29.00      0.00      8.84      4.13      0.07     57.97
05:32:39 AM     all     27.89      0.00      9.54      3.65      0.08     58.84
05:33:39 AM     all     31.06      0.00      9.33      0.78      0.08     58.75
05:34:39 AM     all     29.94      0.00      8.93      0.64      0.10     60.40
05:35:39 AM     all     28.17      0.00      9.25      0.92      0.13     61.53
05:36:39 AM     all     27.24      0.00      9.26      0.69      0.13     62.68
05:37:39 AM     all     28.21      0.00      9.13      0.55      0.12     61.99
