BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#33'
	and p_type not like 'LARGE PLATED%'
	and p_size in (28, 45, 39, 50, 10, 4, 25, 47)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BRUSHED COPPER    |     28 |          636
 Brand#22   | ECONOMY BURNISHED BRASS   |     39 |          600
 Brand#14   | SMALL BRUSHED BRASS       |     45 |          596
 Brand#24   | STANDARD POLISHED STEEL   |     39 |          591
 Brand#31   | PROMO PLATED NICKEL       |     28 |          584
 Brand#13   | STANDARD BRUSHED BRASS    |     45 |          579
 Brand#22   | ECONOMY ANODIZED BRASS    |      4 |          576
 Brand#55   | LARGE BURNISHED STEEL     |     10 |          576
 Brand#15   | MEDIUM BRUSHED BRASS      |     39 |          572
 Brand#34   | ECONOMY PLATED STEEL      |     28 |          571
 Brand#44   | LARGE POLISHED NICKEL     |     39 |          571
 Brand#34   | PROMO PLATED NICKEL       |      4 |          568
 Brand#41   | STANDARD BRUSHED STEEL    |     25 |          568
 Brand#42   | MEDIUM POLISHED TIN       |     25 |          568
 Brand#43   | SMALL BRUSHED STEEL       |     39 |          568
 Brand#25   | PROMO BRUSHED COPPER      |     47 |          567
 Brand#22   | PROMO POLISHED BRASS      |     45 |          566
 Brand#54   | PROMO PLATED STEEL        |     45 |          566
 Brand#32   | MEDIUM PLATED TIN         |      4 |          564
 Brand#34   | SMALL ANODIZED BRASS      |     28 |          564
 Brand#11   | ECONOMY PLATED NICKEL     |     25 |          563
 Brand#52   | LARGE BRUSHED STEEL       |      4 |          563
 Brand#41   | ECONOMY ANODIZED STEEL    |     28 |          560
 Brand#15   | PROMO BRUSHED NICKEL      |     39 |          559
 Brand#31   | ECONOMY POLISHED TIN      |     50 |          559
 Brand#11   | SMALL BRUSHED STEEL       |     45 |          556
 Brand#25   | SMALL ANODIZED BRASS      |     50 |          556
 Brand#31   | PROMO BURNISHED COPPER    |     25 |          556
 Brand#41   | LARGE POLISHED STEEL      |     50 |          556
 Brand#41   | SMALL POLISHED STEEL      |      4 |          554
 Brand#13   | PROMO POLISHED BRASS      |     39 |          552
 Brand#23   | PROMO POLISHED NICKEL     |     50 |          552
 Brand#34   | SMALL PLATED TIN          |     50 |          552
 Brand#42   | MEDIUM ANODIZED TIN       |     47 |          552
 Brand#42   | MEDIUM PLATED NICKEL      |     50 |          552
 Brand#43   | ECONOMY PLATED COPPER     |     47 |          552
 Brand#43   | LARGE BRUSHED TIN         |      4 |          552
 Brand#44   | LARGE BRUSHED STEEL       |      4 |          552
 Brand#54   | ECONOMY PLATED BRASS      |     25 |          552
 Brand#11   | ECONOMY POLISHED STEEL    |     47 |          551
 Brand#11   | LARGE ANODIZED TIN        |      4 |          551
 Brand#13   | PROMO BRUSHED BRASS       |     45 |          551
 Brand#23   | MEDIUM BRUSHED TIN        |     28 |          551
 Brand#32   | PROMO PLATED STEEL        |     28 |          551
 Brand#52   | MEDIUM PLATED COPPER      |     28 |          551
 Brand#45   | SMALL PLATED STEEL        |     10 |          549
 Brand#31   | SMALL BRUSHED TIN         |     45 |          548
 Brand#41   | LARGE BURNISHED STEEL     |      4 |          548
 Brand#42   | PROMO BRUSHED COPPER      |     28 |          548
 Brand#43   | MEDIUM PLATED STEEL       |     10 |          548
 Brand#44   | MEDIUM BRUSHED BRASS      |     45 |          548
 Brand#44   | SMALL POLISHED COPPER     |     25 |          548
 Brand#53   | STANDARD BURNISHED NICKEL |     50 |          548
 Brand#54   | ECONOMY BRUSHED BRASS     |     10 |          548
 Brand#54   | SMALL POLISHED NICKEL     |     39 |          548
 Brand#15   | PROMO BURNISHED TIN       |      4 |          547
 Brand#24   | SMALL POLISHED COPPER     |     47 |          547
 Brand#42   | PROMO PLATED NICKEL       |     50 |          547
 Brand#45   | ECONOMY PLATED COPPER     |     25 |          547
 Brand#54   | STANDARD BRUSHED COPPER   |     28 |          547
 Brand#34   | PROMO BRUSHED TIN         |     45 |          546
 Brand#43   | PROMO PLATED COPPER       |     45 |          546
 Brand#53   | ECONOMY POLISHED STEEL    |     45 |          546
 Brand#12   | MEDIUM POLISHED NICKEL    |     25 |          544
 Brand#13   | ECONOMY PLATED TIN        |     10 |          544
 Brand#13   | SMALL BRUSHED TIN         |     50 |          544
 Brand#14   | LARGE POLISHED STEEL      |     10 |          544
 Brand#14   | MEDIUM BRUSHED TIN        |     28 |          544
 Brand#14   | SMALL BURNISHED NICKEL    |     47 |          544
 Brand#14   | SMALL PLATED TIN          |     50 |          544
 Brand#15   | MEDIUM PLATED NICKEL      |     47 |          544
 Brand#21   | PROMO BURNISHED STEEL     |     25 |          544
 Brand#22   | MEDIUM ANODIZED TIN       |     39 |          544
 Brand#22   | PROMO BURNISHED COPPER    |     39 |          544
 Brand#23   | PROMO POLISHED COPPER     |     28 |          544
 Brand#31   | ECONOMY ANODIZED NICKEL   |     50 |          544
 Brand#31   | MEDIUM BURNISHED NICKEL   |     47 |          544
 Brand#32   | PROMO PLATED TIN          |     39 |          544
 Brand#32   | STANDARD POLISHED NICKEL  |     50 |          544
 Brand#35   | LARGE BRUSHED COPPER      |     25 |          544
 Brand#41   | PROMO POLISHED BRASS      |     50 |          544
 Brand#41   | PROMO POLISHED NICKEL     |     28 |          544
 Brand#55   | MEDIUM PLATED TIN         |     10 |          544
 Brand#55   | PROMO POLISHED BRASS      |     47 |          544
 Brand#24   | STANDARD BRUSHED STEEL    |     47 |          543
 Brand#25   | PROMO POLISHED BRASS      |     39 |          543
