BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#12'
	and p_type not like 'LARGE ANODIZED%'
	and p_size in (2, 28, 15, 16, 35, 4, 3, 7)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BRUSHED COPPER    |     28 |          636
 Brand#33   | ECONOMY ANODIZED COPPER   |     35 |          596
 Brand#14   | STANDARD ANODIZED NICKEL  |     15 |          584
 Brand#31   | PROMO PLATED NICKEL       |     28 |          584
 Brand#41   | MEDIUM BRUSHED COPPER     |     15 |          583
 Brand#22   | ECONOMY ANODIZED BRASS    |      4 |          576
 Brand#32   | SMALL ANODIZED NICKEL     |     15 |          576
 Brand#13   | LARGE PLATED TIN          |     16 |          575
 Brand#33   | LARGE PLATED BRASS        |     16 |          575
 Brand#23   | ECONOMY BRUSHED BRASS     |      2 |          572
 Brand#52   | LARGE BRUSHED NICKEL      |     35 |          572
 Brand#55   | PROMO BURNISHED NICKEL    |      2 |          572
 Brand#34   | ECONOMY ANODIZED COPPER   |     15 |          571
 Brand#34   | ECONOMY PLATED STEEL      |     28 |          571
 Brand#34   | PROMO PLATED NICKEL       |      4 |          568
 Brand#51   | ECONOMY POLISHED NICKEL   |      7 |          568
 Brand#52   | LARGE POLISHED NICKEL     |     15 |          568
 Brand#54   | STANDARD PLATED TIN       |     15 |          568
 Brand#44   | SMALL PLATED COPPER       |      2 |          566
 Brand#32   | MEDIUM PLATED TIN         |      4 |          564
 Brand#34   | SMALL ANODIZED BRASS      |     28 |          564
 Brand#41   | SMALL PLATED COPPER       |      3 |          564
 Brand#23   | ECONOMY PLATED NICKEL     |      3 |          563
 Brand#52   | LARGE BRUSHED STEEL       |      4 |          563
 Brand#34   | PROMO ANODIZED STEEL      |     16 |          562
 Brand#52   | STANDARD POLISHED COPPER  |     35 |          561
 Brand#15   | LARGE BRUSHED BRASS       |      2 |          560
 Brand#22   | MEDIUM ANODIZED COPPER    |      7 |          560
 Brand#23   | PROMO ANODIZED STEEL      |      2 |          560
 Brand#41   | ECONOMY ANODIZED STEEL    |     28 |          560
 Brand#53   | LARGE PLATED TIN          |      2 |          560
 Brand#24   | SMALL ANODIZED NICKEL     |      3 |          559
 Brand#32   | PROMO BURNISHED NICKEL    |     16 |          559
 Brand#34   | PROMO POLISHED STEEL      |     35 |          559
 Brand#13   | SMALL PLATED STEEL        |      7 |          556
 Brand#23   | ECONOMY BRUSHED TIN       |      7 |          556
 Brand#31   | PROMO PLATED STEEL        |      7 |          556
 Brand#32   | PROMO PLATED COPPER       |     16 |          556
 Brand#34   | MEDIUM BURNISHED COPPER   |      3 |          556
 Brand#42   | SMALL ANODIZED COPPER     |      2 |          556
 Brand#51   | SMALL PLATED TIN          |      2 |          556
 Brand#51   | SMALL POLISHED STEEL      |     35 |          556
 Brand#54   | STANDARD BRUSHED STEEL    |      2 |          556
 Brand#22   | STANDARD BURNISHED COPPER |      2 |          555
 Brand#24   | MEDIUM POLISHED COPPER    |      7 |          555
 Brand#31   | PROMO ANODIZED TIN        |      3 |          555
 Brand#41   | SMALL POLISHED STEEL      |      4 |          554
 Brand#13   | LARGE PLATED NICKEL       |     35 |          552
 Brand#13   | MEDIUM POLISHED NICKEL    |      7 |          552
 Brand#31   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | SMALL PLATED NICKEL       |      3 |          552
 Brand#41   | PROMO BURNISHED BRASS     |     16 |          552
 Brand#41   | STANDARD POLISHED COPPER  |     35 |          552
 Brand#42   | ECONOMY ANODIZED STEEL    |     16 |          552
 Brand#43   | LARGE BRUSHED TIN         |      4 |          552
 Brand#44   | LARGE BRUSHED STEEL       |      4 |          552
 Brand#51   | MEDIUM BRUSHED STEEL      |      3 |          552
 Brand#51   | MEDIUM PLATED COPPER      |      7 |          552
 Brand#51   | STANDARD BRUSHED BRASS    |     16 |          552
 Brand#53   | SMALL BRUSHED NICKEL      |      3 |          552
 Brand#54   | PROMO BURNISHED COPPER    |     15 |          552
 Brand#23   | MEDIUM BRUSHED TIN        |     28 |          551
 Brand#32   | PROMO PLATED STEEL        |     28 |          551
 Brand#43   | STANDARD ANODIZED NICKEL  |      2 |          551
 Brand#52   | MEDIUM PLATED COPPER      |     28 |          551
 Brand#22   | PROMO BURNISHED NICKEL    |     16 |          550
 Brand#51   | MEDIUM POLISHED BRASS     |      3 |          550
 Brand#14   | MEDIUM PLATED COPPER      |     35 |          548
 Brand#23   | SMALL ANODIZED STEEL      |      3 |          548
 Brand#33   | LARGE BRUSHED STEEL       |     35 |          548
 Brand#41   | LARGE BURNISHED STEEL     |      4 |          548
 Brand#41   | STANDARD PLATED BRASS     |     16 |          548
 Brand#42   | PROMO BRUSHED COPPER      |     28 |          548
 Brand#54   | STANDARD BRUSHED TIN      |     35 |          548
 Brand#15   | PROMO BURNISHED TIN       |      4 |          547
 Brand#21   | LARGE BURNISHED TIN       |      7 |          547
 Brand#22   | MEDIUM ANODIZED NICKEL    |      3 |          547
 Brand#24   | PROMO POLISHED TIN        |     16 |          547
 Brand#54   | STANDARD BRUSHED COPPER   |     28 |          547
 Brand#55   | ECONOMY PLATED STEEL      |     15 |          546
 Brand#14   | MEDIUM BRUSHED TIN        |     28 |          544
 Brand#14   | PROMO BURNISHED BRASS     |     15 |          544
 Brand#22   | MEDIUM PLATED BRASS       |     16 |          544
 Brand#23   | LARGE POLISHED COPPER     |      7 |          544
