# hostname;interval;timestamp;pswpin/s;pswpout/s
ip-10-145-11-135.us-west-1.compute.internal;60;1439954229;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954289;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954349;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954409;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954469;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954529;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954589;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954649;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954709;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954769;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954829;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954889;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954949;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955009;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955069;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955129;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955189;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955249;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955309;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955369;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955429;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955489;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955549;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955609;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955669;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955729;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955789;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955849;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955909;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955969;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956029;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956089;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956149;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956209;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956269;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956329;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956389;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956449;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439956509;0.00;0.00
