BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#42'
	and p_type not like 'STANDARD BURNISHED%'
	and p_size in (15, 12, 3, 33, 22, 4, 20, 31)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type          | p_size | supplier_cnt 
------------+--------------------------+--------+--------------
 Brand#12   | MEDIUM POLISHED NICKEL   |      3 |          607
 Brand#21   | ECONOMY BRUSHED BRASS    |     31 |          603
 Brand#41   | STANDARD PLATED TIN      |     12 |          595
 Brand#41   | LARGE BURNISHED BRASS    |     33 |          588
 Brand#12   | ECONOMY BURNISHED STEEL  |     33 |          584
 Brand#14   | STANDARD ANODIZED NICKEL |     15 |          584
 Brand#41   | MEDIUM BRUSHED COPPER    |     15 |          583
 Brand#25   | PROMO BURNISHED NICKEL   |     33 |          579
 Brand#22   | ECONOMY ANODIZED BRASS   |      4 |          576
 Brand#32   | SMALL ANODIZED NICKEL    |     15 |          576
 Brand#43   | STANDARD PLATED BRASS    |     20 |          576
 Brand#13   | SMALL BURNISHED COPPER   |     33 |          572
 Brand#15   | LARGE PLATED BRASS       |     22 |          572
 Brand#25   | LARGE ANODIZED NICKEL    |      3 |          572
 Brand#32   | MEDIUM PLATED COPPER     |     31 |          571
 Brand#34   | ECONOMY ANODIZED COPPER  |     15 |          571
 Brand#32   | SMALL ANODIZED BRASS     |     31 |          568
 Brand#34   | PROMO PLATED NICKEL      |      4 |          568
 Brand#35   | STANDARD ANODIZED COPPER |     31 |          568
 Brand#52   | LARGE POLISHED NICKEL    |     15 |          568
 Brand#54   | STANDARD PLATED TIN      |     15 |          568
 Brand#22   | MEDIUM POLISHED NICKEL   |     20 |          564
 Brand#22   | SMALL ANODIZED TIN       |     12 |          564
 Brand#23   | PROMO POLISHED NICKEL    |     22 |          564
 Brand#32   | MEDIUM PLATED TIN        |      4 |          564
 Brand#41   | SMALL PLATED COPPER      |      3 |          564
 Brand#23   | ECONOMY PLATED NICKEL    |      3 |          563
 Brand#52   | LARGE BRUSHED STEEL      |      4 |          563
 Brand#13   | ECONOMY POLISHED TIN     |     22 |          560
 Brand#14   | LARGE BURNISHED COPPER   |     12 |          560
 Brand#45   | LARGE POLISHED TIN       |     12 |          560
 Brand#55   | ECONOMY BRUSHED STEEL    |     12 |          560
 Brand#24   | SMALL ANODIZED NICKEL    |      3 |          559
 Brand#34   | MEDIUM BURNISHED COPPER  |      3 |          556
 Brand#31   | PROMO ANODIZED TIN       |      3 |          555
 Brand#32   | LARGE BRUSHED NICKEL     |     33 |          555
 Brand#35   | STANDARD POLISHED NICKEL |     33 |          555
 Brand#41   | LARGE POLISHED STEEL     |     12 |          555
 Brand#41   | SMALL POLISHED STEEL     |      4 |          554
 Brand#12   | ECONOMY BRUSHED NICKEL   |     20 |          553
 Brand#24   | STANDARD PLATED TIN      |     31 |          553
 Brand#12   | LARGE PLATED TIN         |     31 |          552
 Brand#13   | PROMO BRUSHED TIN        |     31 |          552
 Brand#34   | SMALL PLATED NICKEL      |      3 |          552
 Brand#43   | LARGE BRUSHED TIN        |      4 |          552
 Brand#44   | LARGE BRUSHED STEEL      |      4 |          552
 Brand#45   | SMALL ANODIZED COPPER    |     12 |          552
