BEGIN;
BEGIN
select
	s_name,
	s_address
from
	supplier,
	nation
where
	s_suppkey in (
		select
			ps_suppkey
		from
			partsupp
		where
			ps_partkey in (
				select
					p_partkey
				from
					part
				where
					p_name like 'grey%'
			)
			and ps_availqty > (
				select
					0.5 * sum(l_quantity)
				from
					lineitem
				where
					l_partkey = ps_partkey
					and l_suppkey = ps_suppkey
					and l_shipdate >= '1996-01-01'
					and l_shipdate < cast(date '1996-01-01' + interval '1 year' as date)
			)
	)
	and s_nationkey = n_nationkey
	and n_name = 'IRAQ'
order by
	s_name;
          s_name           |                s_address                 
---------------------------+------------------------------------------
 Supplier#000000088        | yOshY8wwzMgS
 Supplier#000000252        | xcaKgadrug
 Supplier#000000256        | ma15idU1PzO7itP67W1Rd
 Supplier#000000280        | MZAJPsr3TS62ocxtRc
 Supplier#000000304        | b4rSMq4y hBDMJgcNp
 Supplier#000000407        | WliGC47Vto2nh7mj
 Supplier#000000413        | GAufsRQQE P,dVCZWIMEUAsm,7
 Supplier#000000478        | 4jV maCw9SEt8jyLUsjej60bmMhP6zBv ajTk
 Supplier#000000493        | 7tdI3AtlDll57sj5K48WLX j5RDbc
 Supplier#000000627        | k6W51QENyVPe4 6z0ajEMTkEA
 Supplier#000000642        | eldBmBVYRbcB YfMRBlNyuQe8k0zYK,v Obk
 Supplier#000000706        | oXF4XhSiEJMIJouBmMjLZ
 Supplier#000000739        | d7rDQneZCae9E57u3LSq7K
 Supplier#000000772        | GxfKyTzgm 6bVmhZPQ6nUMCx5NSsl0 ATg1WccX
 Supplier#000000777        | oJlJ0xr1b9l3t IHmi9
 Supplier#000000867        | WTM7RpRoZPk5MKGEtE2dsh
 Supplier#000000876        | PYBAM85Nrb2cuXH8VDrX 3TjZbsIAlIQ,,xA
 Supplier#000000890        | yY7XhfdJe4ewh8R, xHR06QABT
 Supplier#000000899        | oLlkiVghtro IwzcwFuzwMCG94rRpux
 Supplier#000000909        | BXuLybzUeFLI0GJqMG8xewTuKFqk8n
 Supplier#000000916        | tD 9oW5VNUWTBQCpsISJO2TZCwFzKLdqIZoTWV6
 Supplier#000000963        | s3WbU6w31FgnuZVtwGnH6PkyZFg
 Supplier#000001093        | aOjHKEAu3tjFIlXMoX9F3,ahpotMrHcu
 Supplier#000001129        | DV4fcTLWjb2mu
 Supplier#000001135        | 3bXoqoLQxbG,JGz7Wh2NDeULP2gI4kOv97wF8
 Supplier#000001167        | ErCT6PR9WY8
 Supplier#000001184        | gKEtnB,QWGHCcwL2P9i
 Supplier#000001205        | Y9,0L5ec9j2C3DiQ
 Supplier#000001275        | UDPJ3Nhq1YnrOrYMKlug48KwfFGFStAsIE5
 Supplier#000001330        | SId6O3H5X kgMUvmNMQWAzpACakbqenDohX4Acr
 Supplier#000001397        | 8EdI75YBpNagM4ztO6yU7PKDGcIq
 Supplier#000001561        | rhXxtK22rXkYrQuR7,
 Supplier#000001565        | bOwKHdBteMkZoZcxdigk4Tnu07w1gDztmV7hvCw
 Supplier#000001635        | 2sUtri6Km8xGmFaoRUET 9
 Supplier#000001679        | zN8g,w0gPBysLnz,EjOOo6RJBvh11oShl
 Supplier#000001715        | zeMs3O9v3TNv
 Supplier#000001825        | 0Vn07MtX5Op
 Supplier#000002000        | b1,LW1CcQX7Mp2RQgKXLrKGvuJmM
 Supplier#000002102        | 1kuyUn5q6czLOGB60fAVgpv68M2suwchpmp2nK
 Supplier#000002140        | 0tAvFAWv c3
 Supplier#000002155        | caUd3klutQhu
 Supplier#000002221        | 2VMpv3tW0Gvg6Y0gTeRHa7jYlRXVA
 Supplier#000002234        | ,Cb2T41MV4W4au vEhDGOuyNtVs4Y2O2
 Supplier#000002497        | 5aW2,OxhYoH
 Supplier#000002499        | oSExya3cUOhugbKzsUiQ4iQGQi3qQ9RXhcD4o0
 Supplier#000002521        | UeoELXSGq2eKHSImwz5ZcF0K 5V3mQUt6sPJ8hB
 Supplier#000002537        | IaF gQatYacP2Sgjnj4CsbaUqEmZvoEkDKPV3
 Supplier#000002577        | l Iv oeuS3h5fysjC
 Supplier#000002626        | GY8qLW3UCwiSMUb6IFlNlzA1oOdvH8knsUq5
 Supplier#000002656        | bBENRxX 9Kfod5X73nXWEnK8D2vDffdyGgiNy
 Supplier#000002738        | uc,zYilzDQIkEmH8dWYJE9M681TmlEPsdFCtB6NY
 Supplier#000002856        | Gu,arFye zY5HBZkjf5yPGnQdMYLuVz3HcA3y
 Supplier#000002897        | qRXRzPDLAOXiG71h6RV6Yxzk7UACZ
 Supplier#000002930        | wMqzw,9XbQeExyiZVbMD
 Supplier#000002971        | kzp PsZ5N2uId,Lv2vED,F4mBMhO JPOWl2d
 Supplier#000003019        | ycKfX2I3O8GOyhoqc
 Supplier#000003034        | MSKa6VFpxLB5isjLyUh
 Supplier#000003066        | rbLg0pp3sKYeZ,Knk8L8oKmon,LKWX
 Supplier#000003078        | WM2MwAU0hKWYd3tY5Y8
 Supplier#000003084        | i4UjQ3YiKVKgrqqyp6IhLgpGqotVRU2Y
 Supplier#000003302        | 6XW,uY7xlDDOJIFJxRuf
 Supplier#000003303        | 0E3ihSr0VseYg85LJVsY2Va3Qt9bAjz3ui7,C
 Supplier#000003328        | bQ964wtB,GulcdbG9myQsy3CeK17iNw1oOMotM
 Supplier#000003350        | DFagiedXwjhXMyKCN8EmD7v3d I7xe8waL
 Supplier#000003381        | LjhuSMgpjJgc,eCYaEPg5QSCLwkj
 Supplier#000003438        | Gw ag5qZU7GwJO9J92WJ0
 Supplier#000003533        | 81fVAnBKYv
 Supplier#000003575        | dc6eZZyHWCqmiKIpwUWs0VAVQ1ZvTI9gkjgE9p
 Supplier#000003595        | Ch8fr3a56ybpePFgHOKTAbCKiq1
 Supplier#000003604        | Wh54BLC 6VSu0WjNv WHnslIfEQ6qa3PJUdLlyP
 Supplier#000003644        | y5StdLT9IszUi,lRX2XwT5QF
 Supplier#000003758        | KRy66SUhGwhqLF5pGYevJGaCiCsrB
 Supplier#000003759        | hOq1CPZ9AAw
 Supplier#000003802        | PjcKEJb 9DODZXC
 Supplier#000003906        | 742VDBn2PvQRZpqT7I9tlTGDvqg
 Supplier#000003909        | TjJ21ZlzfN
 Supplier#000004205        | S2OR,fUOmf3GSlKnW6
 Supplier#000004208        | x3jZYF7ZYN 8a4LY1c1kEsh
 Supplier#000004224        | czIAOSaOsPxmB1S
 Supplier#000004272        | 0CUBdD9KyyE
 Supplier#000004300        | qZSf W  P4g
 Supplier#000004312        | qFuileVgNCS0DR0
 Supplier#000004347        | lTRDVw40 ,kGre7qp76vmSv0,5
 Supplier#000004362        | fBx,Kkc,fj5URrbe 5H0mjBEU5Bv9rtv78qGCh
 Supplier#000004401        | YK6jsDKnht8FqNXjkHRr8X2LSF4U
 Supplier#000004437        | wuRnnRe0zTDSUhLQ5XOIHTrEyjG0qK
 Supplier#000004548        | cw9sLpfz3LydurPH0Mqqq
 Supplier#000004571        | 1m0rVbllS9EcE2yyAQg x
 Supplier#000004662        | t5bDsOR1SUvZs8yD1sMpFtGR506QfqzsU,NFg
 Supplier#000004668        | iI7gF3y1oKKvjVdA5Klau9w0iD
 Supplier#000004713        | av82H9iI2 QXO13e5EMgmWlrss5irga
 Supplier#000004722        | lajXkaQUbCc
 Supplier#000004739        | uHhDoxEOZTq7pIQKCCuz8INR
 Supplier#000004766        | CDZkZ2jocSawI0kS7mI6G3BcJHHduIw
 Supplier#000004850        | TyfW3T dKVmzem4JDv7E6pY4KEg6m,mVU54wH
 Supplier#000004857        | XGMR6l 7NqtVjxv
 Supplier#000004872        | rzX92i5RX1oSwuhTsF8 ZX34v
 Supplier#000004896        | MCIT7sZxkZl hB1u3nfFEefKCe,
 Supplier#000004912        | 2NUOQlm1bhr1bf
 Supplier#000004944        | ,eN75B9Wo,VoklFVVnt4
 Supplier#000004945        | yI71,qR3g,1x2zi4IDEKBgf0vuCdCSN
 Supplier#000004969        | HdteuyoPpBVg
 Supplier#000004995        | dlNt sgtcaHV5ndDdO
 Supplier#000005049        | 22J7yDqk9pnGoguOvx0x
 Supplier#000005085        | PTibly42d9jcNqYjcWN
 Supplier#000005151        | zMRPoZdcswKgAc
 Supplier#000005176        | FSLVwQRBSCOB7YWvfroKwLXp
 Supplier#000005260        | oIi3inr8BuvL
 Supplier#000005273        | jGX4x9bdqqor
 Supplier#000005275        | 3EMhwtef3sDkpjm
 Supplier#000005377        | FpSTvJyMseoTimB0
 Supplier#000005440        | hJm0W8Dffq7XJgpv,CmUhog
 Supplier#000005509        | 40BShwTmsunjcYDsaIEtBTejO7EK
 Supplier#000005563        | tulcd9BHryy5hsned0b
 Supplier#000005652        | fkt9h2fGMaJAPgWk9tyZdwTjau4drG
 Supplier#000005692        | 335mZ92x7onPQOtTY7VoXH
 Supplier#000005732        | ,0tVFQMFpshc2MoTOxRPY
 Supplier#000005806        | jUq5LXbXpvpOvclriKO
 Supplier#000005876        | gao cf6F4AVlabFh2X8pEJQdVQ1E
 Supplier#000005880        | ,kWeCiR0Z0FKHgtlSl
 Supplier#000005961        | IWgRlEcGotZr3TViHAe
 Supplier#000005985        | u7SE Tr79IsDD,PvVi
 Supplier#000006045        | sUJ3CVPHg5y
 Supplier#000006113        | fvnedZO9VSceJB8G
 Supplier#000006130        | 1yf,zRSF7QiHHbMAcw5SZN4a6PYwM,Wu68
 Supplier#000006138        | y6un5si3ymHurd8n2mGZ0w3
 Supplier#000006228        | F2AkwjvpbXLJEil
 Supplier#000006331        | P0Va2RoE8ZN5UHgsHr4YLz
 Supplier#000006396        | Zw7uydYx7jR4eBupXo
 Supplier#000006407        | RS2MJ ymEhzUau2Oka01RrpnhXur
 Supplier#000006423        | W7T4dvJBJWQ2SWbv
 Supplier#000006432        | HEGX9DKcGuIEGvyUGj0JQ
 Supplier#000006512        | sMKlZGHvP0ib8Lpwl9OIb
 Supplier#000006523        | QYA7LJ8f3qcqUW70f8x2 7nU9Xf1BRh20iV
 Supplier#000006655        | ncrPA0O7hFroxmRn3io
 Supplier#000006688        | 7la7usoFEFhQRTyE7t71,u,KcY5u8fCJ
 Supplier#000006710        | QTW4Ykw8brmlqB8tfndv62o
 Supplier#000006723        | zPUrD,ylISpYlQy6MEpB9FqCqOkK9AI
 Supplier#000006731        | qw1GNdIyo0qJa2IX6w
 Supplier#000006742        | Z5JdKmVw3X
 Supplier#000006778        | fYY4Fb1rFZFEetR11tNQGoQxk
 Supplier#000006852        | x1v6PqA4Yi8KSZzq S
 Supplier#000007075        | 52hMohrQKM
 Supplier#000007226        | Aw6lbwDjwiSaI3y6PYaWt6UJXGvblZveDY
 Supplier#000007233        | ja32YcV2cAkJY
 Supplier#000007245        | 5VOUnvxlJeOJ
 Supplier#000007271        | 9CZVew4lgybKddJdduig3KrVySYs9vPKQlG
 Supplier#000007298        | 3lJ7mWLnn6q
 Supplier#000007309        | BmjrvlihSVhZzs8pLNF4xW,R1Dn eiuGR
 Supplier#000007399        | zdxjENOGR4QiCFP
 Supplier#000007408        | fEZ1,SsXEwVGW1C8p6xHCoIlDWQm1tdhE
 Supplier#000007423        | 1t0vzPO0Lzsvz lJnh NbiEdjQFxk e8Ola
 Supplier#000007433        | JkFXNhxBeouyBAyEPyG05
 Supplier#000007457        | 5aSV83RQFpd,2y1uGvZjGQcM0bFuyT
 Supplier#000007481        | YFrAFgdH5cYR7sFEt
 Supplier#000007495        | 3jQQGvfs,5Aryhn0Z
 Supplier#000007512        | pXSnLcEj dzzxyUNG
 Supplier#000007557        | udLvpjNvIx9qeRNdjL1ZAO0OZNOBo6h
 Supplier#000007633        |  rsl6lh6tEzOKpo6r8ph3A1OuqK zEOBs5Y7l
 Supplier#000007745        | jVuyRb0vzpQU yQRSd9bup2qxxmIGX
 Supplier#000007765        |  qjlJI,ztseRFnn
 Supplier#000007837        | tMhT9m4e3qgs
 Supplier#000007863        | 2gfNOSwT2e2AW6nlsT7tg7mS0fU7g
